,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[576, -64, 458, 592]",0.03,0.0,0.02,0.01,0.84,0.0,0.1,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
1,"[553, -65, 464, 586]",0.08,0.0,0.08,0.02,0.74,0.0,0.09,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
2,"[561, 1, 433, 523]",0.15,0.0,0.07,0.13,0.6,0.0,0.04,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
3,"[545, -39, 460, 594]",0.15,0.0,0.18,0.38,0.23,0.01,0.04,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
4,"[525, -21, 463, 597]",0.09,0.0,0.03,0.72,0.08,0.01,0.08,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
5,"[516, -2, 455, 587]",0.01,0.0,0.01,0.82,0.03,0.02,0.11,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
6,"[520, 27, 448, 596]",0.07,0.0,0.06,0.81,0.04,0.01,0.01,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
7,"[466, 24, 483, 604]",0.07,0.0,0.04,0.63,0.23,0.01,0.03,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
8,"[445, 26, 458, 596]",0.05,0.0,0.06,0.54,0.31,0.02,0.02,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
9,"[420, 0, 406, 620]",0.04,0.0,0.06,0.24,0.61,0.0,0.05,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
10,"[418, 42, 388, 568]",0.03,0.0,0.12,0.3,0.42,0.04,0.09,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
11,"[402, 69, 412, 576]",0.02,0.0,0.03,0.63,0.19,0.03,0.1,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
12,"[397, 89, 421, 592]",0.08,0.06,0.15,0.55,0.13,0.01,0.03,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
13,"[395, 80, 422, 595]",0.06,0.02,0.08,0.61,0.17,0.02,0.03,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
14,"[398, 60, 410, 624]",0.03,0.03,0.1,0.33,0.44,0.01,0.05,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
15,"[412, 68, 432, 599]",0.02,0.02,0.04,0.55,0.33,0.01,0.02,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
16,"[406, 3, 471, 704]",0.1,0.09,0.37,0.27,0.14,0.01,0.02,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
17,"[421, 14, 493, 683]",0.21,0.02,0.11,0.41,0.18,0.01,0.05,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
18,"[457, 19, 510, 674]",0.14,0.0,0.11,0.57,0.11,0.02,0.04,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
19,"[482, 18, 507, 676]",0.09,0.0,0.19,0.51,0.11,0.03,0.08,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
20,"[530, -6, 475, 661]",0.03,0.0,0.09,0.25,0.52,0.02,0.11,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
21,"[560, 19, 461, 638]",0.19,0.0,0.19,0.23,0.28,0.04,0.06,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
22,"[582, 25, 476, 619]",0.08,0.0,0.03,0.34,0.35,0.01,0.18,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
23,"[560, -48, 565, 691]",0.05,0.0,0.04,0.3,0.45,0.01,0.15,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
24,"[563, -41, 551, 684]",0.04,0.0,0.02,0.38,0.41,0.01,0.14,video_0017,55,2,50,27,25.0,2.2,2025-01-29T20:03:42.636587
