,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[243, 89, 95, 124]",0.04,0.0,0.01,0.07,0.02,0.0,0.85,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
1,"[241, 87, 93, 126]",0.03,0.0,0.01,0.22,0.02,0.0,0.71,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
2,"[238, 94, 93, 121]",0.05,0.0,0.01,0.74,0.04,0.01,0.15,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
3,"[238, 95, 92, 117]",0.02,0.0,0.0,0.92,0.01,0.0,0.05,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
4,"[236, 81, 93, 119]",0.03,0.0,0.01,0.71,0.02,0.0,0.22,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
5,"[235, 71, 97, 128]",0.03,0.0,0.01,0.87,0.01,0.0,0.08,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
6,"[235, 63, 97, 132]",0.0,0.0,0.0,0.86,0.01,0.0,0.13,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
7,"[234, 67, 100, 127]",0.01,0.0,0.01,0.87,0.01,0.0,0.1,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
8,"[228, 67, 104, 136]",0.02,0.0,0.01,0.27,0.03,0.0,0.66,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
9,"[224, 63, 109, 145]",0.01,0.0,0.0,0.63,0.01,0.0,0.35,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
10,"[219, 59, 116, 153]",0.04,0.0,0.04,0.21,0.04,0.01,0.67,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
11,"[214, 49, 125, 165]",0.03,0.0,0.02,0.25,0.04,0.0,0.65,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
12,"[215, 87, 134, 170]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
13,"[214, 73, 133, 177]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
14,"[210, 60, 132, 175]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
15,"[211, 54, 131, 174]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
16,"[220, 56, 125, 165]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
17,"[222, 58, 119, 157]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
18,"[228, 58, 103, 136]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
19,"[234, 59, 96, 125]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
20,"[244, 67, 81, 108]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
21,"[235, 55, 91, 119]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
22,"[228, 65, 81, 108]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
23,"[200, 75, 86, 108]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
24,"[160, 82, 89, 115]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
25,"[135, 70, 88, 117]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
26,"[136, 68, 89, 115]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
27,"[173, 61, 95, 124]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
28,"[177, 64, 94, 122]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
29,"[183, 60, 96, 128]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
30,"[196, 61, 95, 125]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
31,"[205, 62, 92, 124]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
32,"[218, 67, 92, 120]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
33,"[226, 91, 90, 107]",0.01,0.0,0.01,0.97,0.01,0.0,0.01,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
34,"[231, 100, 88, 108]",0.03,0.0,0.0,0.96,0.01,0.0,0.0,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
35,"[229, 101, 91, 113]",0.04,0.0,0.01,0.92,0.03,0.0,0.01,video_0907,138,3,50,46,24.0,5.75,2025-01-29T20:58:12.759993
