,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[707, 147, 118, 152]",0.07,0.0,0.15,0.04,0.57,0.0,0.17,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
1,"[710, 152, 112, 146]",0.04,0.0,0.1,0.05,0.68,0.0,0.13,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
2,"[706, 152, 115, 149]",0.03,0.0,0.07,0.08,0.67,0.01,0.14,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
3,"[705, 148, 118, 157]",0.04,0.0,0.09,0.07,0.7,0.01,0.09,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
4,"[704, 150, 118, 152]",0.05,0.0,0.09,0.08,0.62,0.01,0.16,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
5,"[706, 147, 118, 156]",0.08,0.01,0.2,0.09,0.35,0.01,0.27,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
6,"[699, 134, 121, 159]",0.11,0.01,0.13,0.28,0.13,0.02,0.32,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
7,"[702, 138, 118, 149]",0.4,0.0,0.05,0.21,0.06,0.03,0.26,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
8,"[710, 127, 121, 157]",0.19,0.01,0.06,0.48,0.11,0.0,0.15,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
9,"[708, 130, 117, 158]",0.25,0.05,0.16,0.14,0.21,0.02,0.18,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
10,"[715, 132, 119, 154]",0.1,0.0,0.06,0.2,0.1,0.0,0.53,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
11,"[719, 133, 119, 160]",0.22,0.01,0.07,0.12,0.3,0.0,0.27,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
12,"[712, 143, 118, 155]",0.42,0.0,0.09,0.12,0.19,0.0,0.18,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
13,"[711, 141, 120, 157]",0.31,0.01,0.18,0.05,0.21,0.0,0.24,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
14,"[713, 138, 119, 159]",0.24,0.01,0.25,0.05,0.12,0.02,0.3,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
15,"[709, 139, 116, 152]",0.27,0.0,0.16,0.26,0.09,0.02,0.2,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
16,"[710, 139, 115, 150]",0.37,0.0,0.21,0.13,0.1,0.01,0.18,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
17,"[712, 139, 114, 150]",0.44,0.0,0.19,0.14,0.07,0.01,0.15,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
18,"[709, 138, 117, 153]",0.33,0.01,0.22,0.21,0.11,0.02,0.1,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
19,"[710, 139, 115, 152]",0.35,0.01,0.17,0.22,0.11,0.01,0.13,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
20,"[711, 140, 115, 150]",0.27,0.01,0.11,0.3,0.1,0.01,0.2,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
21,"[715, 133, 118, 156]",0.41,0.02,0.15,0.21,0.14,0.01,0.06,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
22,"[715, 135, 117, 152]",0.47,0.01,0.14,0.19,0.12,0.0,0.07,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
23,"[716, 136, 120, 159]",0.24,0.01,0.22,0.29,0.07,0.02,0.15,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
24,"[716, 135, 120, 161]",0.23,0.01,0.2,0.3,0.06,0.03,0.17,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
25,"[717, 139, 117, 157]",0.28,0.01,0.18,0.15,0.08,0.02,0.28,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
26,"[712, 130, 122, 163]",0.32,0.02,0.15,0.07,0.29,0.0,0.14,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
27,"[714, 132, 118, 159]",0.34,0.01,0.18,0.07,0.23,0.0,0.17,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
28,"[712, 135, 118, 157]",0.39,0.02,0.18,0.08,0.16,0.0,0.16,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
29,"[712, 135, 117, 155]",0.33,0.01,0.15,0.1,0.13,0.0,0.28,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
30,"[709, 136, 117, 153]",0.4,0.01,0.18,0.07,0.17,0.0,0.18,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
31,"[708, 132, 120, 160]",0.21,0.0,0.11,0.1,0.24,0.0,0.34,video_0577,63,2,50,31,25.0,2.52,2025-01-29T20:37:45.317988
